Movie,Production Budget,Worldwide Gross
Red Sparrow,69000000,145951861
The Twilight Saga: Eclipse,68000000,706102828
The Sum of All Fears,68000000,193500000
Ted 2,68000000,217214143
The Score,68000000,113542091
Hall Pass,68000000,87173475
Money Train,68000000,77224232
Dreamcatcher,68000000,75685268
Mystery Men,68000000,33462011
The Insider,68000000,60265197
Downsizing,68000000,54462971
Doctor Seuss' The Lorax,67500000,350976753
Doctor Seuss' The Lorax,67500000,350976753
Body of Lies,67500000,118556530
Abraham Lincoln: Vampire Hunter,67500000,137489730
The New Mutants,67000000,44615534
Last Man Standing,67000000,18115927
The Last Legion,67000000,25357771
Entrapment,66000000,211700000
The X Files: Fight the Future,66000000,189176423
Need for Speed,66000000,194169619
Saving Private Ryan,65000000,485035085
What Women Want,65000000,374105123
Lincoln,65000000,273346281
Ice Age,65000000,386116343
Apollo 13,65000000,335802271
The Matrix,65000000,465377200
Hotel Transylvania 3: Summer Vacation,65000000,527103195
Les MisÃ©rables,65000000,438420442
The Santa Clause 2,65000000,172825854
Total Recall,65000000,261400000
Youâve Got Mail,65000000,250800000
Unbroken,65000000,163527824
Spy!,65000000,232585748
Due Date,65000000,211739043
Step Brothers,65000000,128107642
Jumanji,65000000,262758310
The Mask of Zorro,65000000,233700000
Space Cowboys,65000000,128874043
Annie,65000000,139829625
Cliffhanger,65000000,255000000
Peteâs Dragon,65000000,137768975
Broken Arrow,65000000,148345997
World Trade Center,65000000,163295654
The Kid,65000000,69688384
Mona Lisa Smile,65000000,141205169
The Dictator,65000000,180148897
Eyes Wide Shut,65000000,104264617
This Means War,65000000,156974557
Focus,65000000,168065700
Blade: Trinity,65000000,131353165
Red Dawn,65000000,48164150
The Croods: A New Age,65000000,144614550
We Are Marshall,65000000,43545364
Everest,65000000,221297061
Resident Evil: Retribution,65000000,240647629
The Angry Birds Movie 2,65000000,152012772
Primary Colors,65000000,39017984
Fight Club,65000000,100820947
Death Race,65000000,72516819
The Long Kiss Goodnight,65000000,33447612
Proof of Life,65000000,62761005
Zathura,65000000,58545540
The Missing,65000000,38253433
Elektra,65000000,56824633
Astro Boy,65000000,41636243
"I, Frankenstein",65000000,74575290
Underwater,65000000,39194264
Hudson Hawk,65000000,17218916
Sin City: A Dame to Kill For,65000000,40650842
Live by Night,65000000,21774432
Lucky Numbers,65000000,10014234
Oliver Twist,65000000,26670920
Tian jiang xiong shi,65000000,122519874
Air Strike,65000000,516279
Little Man,64000000,101636047
Random Hearts,64000000,63200000
Perfume: The Story of a Murderer,63700000,133603463
Jurassic Park,63000000,1045573035
Austin Powers in Goldmember,63000000,296338663
Hop,63000000,188657593
American Assassin,63000000,68310140
Wyatt Earp,63000000,25052000
Clear and Present Danger,62000000,207500000
U-571,62000000,127630030
The American President,62000000,107822813
The Hateful Eight,62000000,152616451
The Love Guru,62000000,40159017
3000 Miles to Graceland,62000000,18708848
Gone Girl,61000000,367160781
Blades of Glory,61000000,145594548
Maze Runner: The Scorch Trials,61000000,310566162
2 Guns,61000000,132493015
Maze Runner: The Death Cure,61000000,265878536
A Dogâs Way Home,61000000,81152505
Mei Ren Yu,60720000,525018479
Meet the Fockers,60000000,516567575
The Lego Movie,60000000,468084718
300,60000000,454161935
Wild Hogs,60000000,253555383
Marley & Me,60000000,247812011
The Green Mile,60000000,290701374
The Truman Show,60000000,264118201
Sully,60000000,238524556
The Bourne Identity,60000000,214357371
Couples Retreat,60000000,172450423
Goldeneye,60000000,356429941
The Italian Job,60000000,176262839
Daddy Day Care,60000000,164285587
The General\'s Daughter,60000000,149705852
The Prince of Egypt,60000000,218613188
Collateral,60000000,217602967
Cats & Dogs,60000000,200700000
Cats & Dogs,60000000,200700000
Two Weeks Notice,60000000,199043309
Antz,60000000,152457863
The Scorpion King,60000000,165890634
Red,60000000,196439693
Starsky & Hutch,60000000,170200225
Days of Thunder,60000000,157670733
Cheaper by the Dozen 2,60000000,135015330
Eat Pray Love,60000000,206598789
Jack Reacher,60000000,217370736
Man on Fire,60000000,130968579
The Family Man,60000000,124715863
Contagion,60000000,137551594
Any Given Sunday,60000000,100230832
The Horse Whisperer,60000000,186883563
Coraline,60000000,126037057
Ladder 49,60000000,102332848
Deep Blue Sea,60000000,165048228
Michael Jackson's This Is It,60000000,252091016
Kangaroo Jack,60000000,90558582
The Happening,60000000,162778384
London Has Fallen,60000000,195194085
Rules of Engagement,60000000,71719931
The Shaggy Dog,60000000,87123569
Jingle All the Way,60000000,129832389
Hellboy,60000000,99823958
Jack Reacher: Never Go Back,60000000,159946489
Baywatch,60000000,175863783
U.S. Marshals,60000000,57833603
A Civil Action,60000000,56709981
Joy,60000000,101134059
ParaNorman,60000000,108119662
The Jackal,60000000,159356941
Paycheck,60000000,98819789
Up Close & Personal,60000000,100645801
The Tale of Despereaux,60000000,90482317
The Boxtrolls,60000000,111898741
The Dark Tower,60000000,113461527
The Tuxedo,60000000,104429625
Jack Ryan: Shadow Recruit,60000000,131377412
Under Siege 2: Dark Territory,60000000,104324083
Miss Congeniality 2: Armed and Fabulous,60000000,101292343
Vice,60000000,70893782
Alien: Resurrection,60000000,160700000
Shooter,60000000,95538560
Practical Magic,60000000,68336997
Gangster Squad,60000000,104100903
Smurfs: The Lost Village,60000000,197578586
First Man,60000000,105703325
Year One,60000000,57604723
Edge of Darkness,60000000,82812456
Star Trek: Nemesis,60000000,67312826
Reign of Fire,60000000,82150183
Planet 51,60000000,108996113
Duplicity,60000000,81079566
Righteous Kill,60000000,78481410
Invictus,60000000,124514011
State of Play,60000000,88832210
My Favorite Martian,60000000,36850101
The Sentinel,60000000,78080697
Trouble with the Curve,60000000,47818913
Intolerable Cruelty,60000000,121327628
The Relic,60000000,33956608
Mercury Rising,60000000,32983332
Almost Famous,60000000,47371191
Cold Pursuit,60000000,62599159
Analyze That,60000000,54994757
The Soloist,60000000,38522450
The Mortal Instruments: City of Bones,60000000,75965567
The Legend of Bagger Vance,60000000,39235486
Dragonfly,60000000,30317425
Priest,60000000,84154026
Garfield: A Tail of Two Kitties,60000000,147985373
XXX: State of the Union,60000000,71073932
Event Horizon,60000000,26673953
Sinbad: Legend of the Seven Seas,60000000,80767884
Dark Water,60000000,49473093
The Avengers,60000000,48585416
The Black Dahlia,60000000,49238525
EDtv,60000000,35319689
The Spirit,60000000,39006188
The Last Castle,60000000,20541668
Inkheart,60000000,66655938
Supernova,60000000,14816494
Flyboys,60000000,14816379
Winterâs Tale,60000000,29575033
Holy Man,60000000,12069719
Meet Dave,60000000,50648806
Monster Hunter,60000000,24522666
The Great Raid,60000000,10597070
Rock Dog,60000000,24148488
Mortdecai,60000000,30396134
In the Name of the King: A Dungeon Siege Tale,60000000,13233220
Beyond Borders,60000000,11427090
Xi You Ji zhi Sun Wu Kong San Da Bai Gu Jing,60000000,194058503
The Informer,60000000,2369336
The Ridiculous 6,60000000,0
Sherlock Gnomes,59000000,87527651
The Kid Who Would Be King,59000000,28296983
Deadpool,58000000,784682527
American Sniper,58000000,547326372
American Sniper,58000000,547326372
Goosebumps,58000000,158893300
Rambo III,58000000,188715611
Sabrina,58000000,87100000
Red Tails,58000000,50365498
Just Like Heaven,58000000,100687083
The Internship,58000000,93672764
The Flintstones in Viva Rock Vegas,58000000,59431365
Leatherheads,58000000,41348628
Life,58000000,100929666
Did You Hear About the Morgans?,58000000,80480566
"Che, Part 1: The Argentine",58000000,31627370
Sex and the City,57500000,415247258
Resident Evil: Afterlife,57500000,295874190
Thatâs My Boy,57500000,58879681
Devilâs Advocate,57000000,153007424
Ghost Rider: Spirit of Vengeance,57000000,149217355
Dragonheart,57000000,104364680
After the Sunset,57000000,38329114
Captain Corelli's Mandolin,57000000,62097495
Into the Woods,56200000,212721142
Anger Management,56000000,195484552
The Pacifier,56000000,198006880
Walking Tall,56000000,47856383
Zhuo yao ji,56000000,359295591
Joker,55000000,1072507517
Forrest Gump,55000000,679838260
Alvin and the Chipmunks,55000000,362605033
Bohemian Rhapsody,55000000,894816783
Hitch,55000000,366784257
Meet the Parents,55000000,330425040
The Pursuit of Happyness,55000000,307311093
Pocahontas,55000000,347100000
Superman,55000000,300200000
The Nutty Professor,55000000,273814019
Fifty Shades Darker,55000000,381367046
Captain Phillips,55000000,220648184
George Of The Jungle,55000000,174463257
American Wedding,55000000,232354205
Murder on the Orient Express,55000000,351767147
The Equalizer,55000000,192903624
Fifty Shades Freed,55000000,371985018
Casper,55000000,282300000
Date Night,55000000,152269033
Maid in Manhattan,55000000,163838217
Crimson Tide,55000000,159387195
Flightplan,55000000,214392904
Disclosure,55000000,212200000
City of Angels,55000000,198750909
Paddington,55000000,252780166
R.V.,55000000,87473024
Stargate,55000000,196565669
Kill Bill: Volume 1,55000000,176469428
Mr. Poppers's Penguins,55000000,189624452
Bowfinger,55000000,98699769
Kill Bill: Volume 2,55000000,153535982
Tango & Cash,55000000,63408614
Death Becomes Her,55000000,149022650
Shanghai Noon,55000000,71189835
Executive Decision,55000000,122079192
Free Birds,55000000,110387072
Alien 3,55000000,158500000
The Forbidden Kingdom,55000000,129075270
The Phantom of the Opera,55000000,153770052
Muppets Most Wanted,55000000,79312301
Evita,55000000,151947179
Kubo and the Two Strings,55000000,77548122
Ronin,55000000,70692101
Burlesque,55000000,90552675
The Ghost and the Darkness,55000000,38564422
Changeling,55000000,113805580
The Watch,55000000,67130045
The Hunted,55000000,47213095
Instinct,55000000,34105207
Stuck On You,55000000,63537164
Semi-Pro,55000000,43980363
Annihilation,55000000,43070915
Crimson Peak,55000000,74966854
The Pirates! Band of Misfits,55000000,136143605
Aeon Flux,55000000,53913573
Chain Reaction,55000000,60209334
The Fan,55000000,18582965
Elizabeth: The Golden Age,55000000,74870866
Imagine That,55000000,22438144
Gods and Generals,55000000,12923936
Turbulence,55000000,11532774
Bullet to the Head,55000000,22597969
All the King's Men,55000000,9521458
Thunderbirds,55000000,28231444
Un long dimanche de fianÃ§ailles,55000000,69722444
Lucky You,55000000,6521829
Lolita,55000000,1147784
Eye See You,55000000,1807990
Superman II,54000000,190400000
Blade 2,54000000,154338601
"You, Me and Dupree",54000000,130402010
Seven Pounds,54000000,166617328
The Godfather: Part III,54000000,66770973
Elizabethtown,54000000,50719373
Gigli,54000000,7126002
Shaft,53012938,107190108
Shaft,53012938,107190108
The Dukes of Hazzard,53000000,109848461
Law Abiding Citizen,53000000,131159781
Black Mass,53000000,98837872
Anastasia,53000000,139801096
Moulin Rouge,53000000,179199536
Domestic Disturbance,53000000,54207112
Flags of Our Fathers,53000000,63657941
Grindhouse,53000000,50187789
Beloved,53000000,22852487
Zero Dark Thirty,52500000,134612435
Catch Me if You Can,52000000,355612291
Mamma Mia!,52000000,603604074
The Break-Up,52000000,205727307
Valentine's Day,52000000,217569328
Casino,52000000,110400000
The Change-Up,52000000,75997067
The Thin Red Line,52000000,97709034
Man on the Moon,52000000,47407635
From Paris With Love,52000000,53139168
Bulletproof Monk,52000000,26922492
"Me, Myself & Irene",51000000,149270999
Barnyard: The Original Party Animals,51000000,118583844
Alpha,51000000,99624873
Deck the Halls,51000000,46815807
Greyhound,50300000,0
The Adjustment Bureau,50200000,126931325
The Twilight Saga: New Moon,50000000,687557727
Shrek,50000000,491812794
Ted,50000000,556016627
22 Jump Street,50000000,331333876
Robin Hood: Prince of Thieves,50000000,390500000
Jerry Maguire,50000000,273552592
Daddyâs Home,50000000,241504989
As Good as it Gets,50000000,314111923
Patch Adams,50000000,202173000
Central Intelligence,50000000,217194805
Anchorman 2: The Legend Continues,50000000,172246223
Super 8,50000000,257972745
Mr. Deeds,50000000,171269535
Erin Brockovich,50000000,257805243
Creed II,50000000,213591522
Peter Rabbit,50000000,345155440
How to Lose a Guy in 10 Days,50000000,178503788
Interview with the Vampire,50000000,223564608
The Mule,50000000,173453994
Yes Man,50000000,225990976
Non-Stop,50000000,222383055
Stepmom,50000000,159745279
Disney Planes,50000000,238059569
Failure to Launch,50000000,128402901
Inside Man,50000000,185798265
The Emoji Movie,50000000,216564840
"Crazy, Stupid, Love",50000000,147142328
The Post,50000000,179769457
Payback,50000000,161626121
Congo,50000000,152022333
Knowing,50000000,186450317
The Ring Two,50000000,161941727
We Bought a Zoo,50000000,118729073
Moneyball,50000000,111300835
Garfield: The Movie,50000000,208094550
Christmas with the Kranks,50000000,96469187
V for Vendetta,50000000,130214162
Outbreak,50000000,190023573
Race to Witch Mountain,50000000,105103784
The Forgotten,50000000,117211892
Herbie: Fully Loaded,50000000,144110682
Shanghai Knights,50000000,88316835
Planes: Fire and Rescue,50000000,156399644
Curious George,50000000,71052604
American Reunion,50000000,236799211
Hansel & Gretel: Witch Hunters,50000000,214949716
I am Number Four,50000000,146195159
Donât Say a Word,50000000,104488383
13 Hours: The Secret Soldiers of Benghazi,50000000,69411370
Unfaithful,50000000,119114494
American Made,50000000,135569212
Syriana,50000000,92690959
Resident Evil: Apocalypse,50000000,125168734
The Book of Life,50000000,97651543
Absolute Power,50000000,50068310
Firewall,50000000,82751189
The Game,50000000,80369970
G.I. Jane,50000000,48169156
Into the Storm,50000000,150429371
The Judge,50000000,76073556
Silent Hill,50000000,94704227
Rambo: Last Blood,50000000,91419352
The Replacements,50000000,50054511
The Negotiator,50000000,49105766
War Dogs,50000000,86234503
Beverly Hills Cop III,50000000,119180938
Gremlins 2: The New Batch,50000000,41476097
